CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
6/17/2017,10:15,MANHATTAN,10033,40.84931,-73.93,"(40.84931, -73.93002)",AMSTERDAM AVENUE,WEST 183 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,3694252,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
6/24/2017,22:30,BROOKLYN,11233,40.67188,-73.9141,"(40.671875, -73.91414)",EASTERN PARKWAY,BOYLAND STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Passing Too Closely,Unspecified,,,3698217,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
6/26/2017,0:00,MANHATTAN,10010,40.7389,-73.9873,"(40.738903, -73.98731)",PARK AVENUE SOUTH,EAST 21 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Following Too Closely,Driver Inattention/Distraction,,,3700048,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
6/14/2017,7:01,BROOKLYN,11233,40.68184,-73.917,"(40.681835, -73.916985)",SARATOGA AVENUE,CHAUNCEY STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Pavement Slippery,Unspecified,,,3690851,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
6/18/2017,17:13,BROOKLYN,11226,40.65377,-73.9562,"(40.653774, -73.95617)",BEDFORD AVENUE,LENOX ROAD,,4,0,0,0,0,0,4,0,Brakes Defective,Following Too Closely,Unspecified,,,3696125,Sedan,Sedan,Sedan,,
6/28/2017,15:49,BROOKLYN,11207,40.65443,-73.8908,"(40.654427, -73.8908)",ALABAMA AVENUE,WORTMAN AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Unsafe Speed,Unspecified,,,3701335,Sedan,Bike,Sedan,,
6/10/2017,15:30,BRONX,10452,40.84063,-73.9152,"(40.840633, -73.915184)",EAST 171 STREET,WALTON AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3695935,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
6/28/2017,19:31,MANHATTAN,10002,40.71975,-73.9922,"(40.71975, -73.992165)",FORSYTH STREET,DELANCEY STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Other Vehicular,Other Vehicular,,,3701535,Sedan,Sedan,Sedan,,
6/19/2017,6:50,BROOKLYN,11207,40.65858,-73.8906,"(40.658577, -73.89063)",LINDEN BOULEVARD,PENNSYLVANIA AVENUE,,1,0,0,0,0,0,1,0,Passing Too Closely,Passing Too Closely,Passing Too Closely,,,3693954,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Sedan,,
6/15/2017,16:00,QUEENS,11692,40.59285,-73.7962,"(40.592846, -73.79616)",BEACH CHANNEL DRIVE,BEACH 67 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Other Vehicular,Other Vehicular,,,3692158,Sedan,Sedan,Sedan,,
6/18/2017,15:00,MANHATTAN,10011,40.74283,-74.0077,"(40.742832, -74.00771)",WEST 15 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Passenger Distraction,Passing or Lane Usage Improper,Unspecified,,,3693387,Taxi,Motorcycle,Station Wagon/Sport Utility Vehicle,,
6/19/2017,16:58,BROOKLYN,11210,40.63289,-73.9477,"(40.632885, -73.94771)",NOSTRAND AVENUE,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Failure to Yield Right-of-Way,Unspecified,,,3695582,Box Truck,Station Wagon/Sport Utility Vehicle,Sedan,,
6/24/2017,21:00,MANHATTAN,10040,40.86357,-73.926,"(40.86357, -73.92602)",SHERMAN AVENUE,DYCKMAN STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,Unspecified,Unspecified,,3713510,Sedan,Sedan,Sedan,Sedan,
6/18/2017,3:59,QUEENS,11103,40.76683,-73.9093,"(40.766827, -73.909294)",43 STREET,25 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3693136,Sedan,Sedan,Sedan,,
6/13/2017,9:19,QUEENS,11418,40.70058,-73.837,"(40.70058, -73.83699)",MYRTLE AVENUE,113 STREET,,1,0,0,0,0,0,1,0,Other Vehicular,Traffic Control Disregarded,Other Vehicular,,,3689753,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
6/11/2017,11:00,BROOKLYN,11231,40.68087,-73.9989,"(40.68087, -73.99888)",CLINTON STREET,1 PLACE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,3690398,Sedan,Sedan,Sedan,Sedan,
6/18/2017,6:32,BROOKLYN,11211,40.7118,-73.9422,"(40.7118, -73.94224)",HUMBOLDT STREET,GRAND STREET,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Other Vehicular,Unspecified,Unspecified,Unspecified,3696987,Pick-up Truck,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan
6/22/2017,12:13,BRONX,10468,40.87806,-73.8921,"(40.878056, -73.892136)",WEST 205 STREET,GOULDEN AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Backing Unsafely,Other Vehicular,,,3698359,Sedan,Sedan,Sedan,,
6/19/2017,0:05,BROOKLYN,11237,40.69469,-73.9111,"(40.694687, -73.91112)",KNICKERBOCKER AVENUE,CORNELIA STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,Unspecified,,,3694152,Taxi,Sedan,Taxi,,
6/12/2017,16:26,BROOKLYN,11213,40.67777,-73.9359,"(40.677773, -73.93587)",ATLANTIC AVENUE,TROY AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3690681,Sedan,Sedan,Sedan,,
6/15/2017,17:55,MANHATTAN,10013,40.71906,-74.0125,"(40.719055, -74.01245)",WEST STREET,HARRISON STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Following Too Closely,,,3691939,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
5/25/2017,22:00,BRONX,10454,40.80556,-73.9124,"(40.805557, -73.912415)",EAST 139 STREET,JACKSON AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,Unspecified,,,3678229,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
5/19/2017,16:00,QUEENS,11418,40.69687,-73.8372,"(40.696865, -73.83717)",111 STREET,JAMAICA AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Following Too Closely,Unspecified,,,3675335,Sedan,Sedan,Sedan,,
6/4/2017,3:55,BRONX,10473,40.81988,-73.8578,"(40.819878, -73.85777)",WHITE PLAINS ROAD,SEWARD AVENUE,,0,0,0,0,0,0,0,0,Pavement Defective,Other Vehicular,Other Vehicular,Unspecified,,3684106,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,
5/22/2017,18:18,QUEENS,11358,40.75384,-73.8058,"(40.753838, -73.805824)",46 AVENUE,161 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Unspecified,,,3676015,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
6/2/2017,14:40,BROOKLYN,11201,40.6889,-73.9809,"(40.688904, -73.980934)",FLATBUSH AVENUE EXTENSION,FULTON STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3682652,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
6/2/2017,21:10,BROOKLYN,11223,40.60115,-73.9784,"(40.60115, -73.97839)",WEST 6 STREET,AVENUE S,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,3683158,Sedan,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
5/26/2017,19:00,QUEENS,11363,40.76536,-73.7443,"(40.765358, -73.74429)",NORTHERN BOULEVARD,DOUGLASTON PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,Unspecified,,,3678605,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
5/26/2017,10:00,QUEENS,11429,40.70731,-73.7512,"(40.707306, -73.75122)",HOLLIS AVENUE,FRANCIS LEWIS BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3678653,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
5/21/2017,8:35,BRONX,10467,40.86128,-73.8637,"(40.861275, -73.86366)",WARING AVENUE,BARNES AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3675152,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
5/19/2017,10:50,MANHATTAN,10001,40.75145,-74.0014,"(40.751446, -74.001434)",10 AVENUE,WEST 29 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,Unspecified,,,3674432,Box Truck,Station Wagon/Sport Utility Vehicle,Taxi,,
5/27/2017,20:30,BRONX,10472,40.82864,-73.8534,"(40.82864, -73.85344)",OLMSTEAD AVENUE,BLACKROCK AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,Unspecified,,,3679102,Sedan,Sedan,Bike,,
6/6/2017,18:45,QUEENS,11434,40.68199,-73.7663,"(40.681988, -73.76634)",LESLIE ROAD,MERRICK BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unsafe Speed,Unspecified,,,3685111,Sedan,Sedan,Sedan,,
5/25/2017,18:00,BROOKLYN,11238,40.67893,-73.962,"(40.678932, -73.96197)",DEAN STREET,GRAND AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,3682160,Sedan,Sedan,Sedan,Sedan,
5/24/2017,11:10,MANHATTAN,10013,40.72293,-74.0022,"(40.722927, -74.00218)",BROOME STREET,WOOSTER STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3677769,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
5/24/2017,7:10,QUEENS,11432,40.71302,-73.7914,"(40.71302, -73.79141)",HIGHLAND AVENUE,KINGSTON PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,3676972,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Taxi,
6/2/2017,0:10,MANHATTAN,10002,40.71907,-73.9934,"(40.719067, -73.99336)",CHRYSTIE STREET,BROOME STREET,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3682324,Sedan,Sedan,Sedan,,
5/30/2017,6:35,BROOKLYN,11226,40.64439,-73.9499,"(40.64439, -73.94987)",CORTELYOU ROAD,EAST 29 STREET,,0,0,0,0,0,0,0,0,Fell Asleep,Alcohol Involvement,Unspecified,Unspecified,,3682593,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
6/4/2017,19:50,QUEENS,11411,40.70189,-73.7382,"(40.701885, -73.73824)",219 STREET,114 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,Unspecified,,3683819,Sedan,Sedan,Sedan,Sedan,
5/23/2017,20:38,QUEENS,11691,40.60954,-73.7537,"(40.609535, -73.75372)",BEACH CHANNEL DRIVE,HASSOCK STREET,,1,0,0,0,0,0,1,0,Backing Unsafely,Fatigued/Drowsy,Unspecified,,,3676592,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
5/25/2017,9:30,BRONX,10461,40.84636,-73.8446,"(40.84636, -73.84463)",EASTCHESTER ROAD,WATERS PLACE,,2,0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,Following Too Closely,,,3677879,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
5/30/2017,15:00,BRONX,10473,40.82256,-73.871,"(40.82256, -73.87101)",STORY AVENUE,METCALF AVENUE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Following Too Closely,Following Too Closely,Following Too Closely,,3680788,Sedan,Sedan,Sedan,Sedan,
5/20/2017,15:00,BRONX,10458,40.85611,-73.8825,"(40.85611, -73.88252)",CROTONA AVENUE,EAST 189 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Turning Improperly,Unspecified,,,3674617,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
5/30/2017,15:15,MANHATTAN,10022,40.76025,-73.9675,"(40.760254, -73.967545)",EAST 57 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3681470,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
5/23/2017,22:20,BRONX,10467,40.86536,-73.8704,"(40.86536, -73.87043)",BRONX PARK EAST,ALLERTON AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3676985,Sedan,Van,Station Wagon/Sport Utility Vehicle,,
6/1/2017,16:30,BROOKLYN,11239,40.65317,-73.8669,"(40.65317, -73.866875)",GATEWAY DRIVE,ERSKINE STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Other Vehicular,Backing Unsafely,,,3686274,Sedan,Sedan,Sedan,,
5/28/2017,4:41,BROOKLYN,11207,40.67563,-73.8988,"(40.675632, -73.89878)",ATLANTIC AVENUE,GEORGIA AVENUE,,0,0,0,0,0,0,0,0,Eating or Drinking,Other Vehicular,Other Vehicular,,,3679593,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
5/4/2017,9:30,BROOKLYN,11220,40.6353,-74.0062,"(40.635303, -74.00617)",58 STREET,9 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3663758,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
4/29/2017,6:30,BROOKLYN,11216,40.69024,-73.9482,"(40.69024, -73.9482)",MARCY AVENUE,LAFAYETTE AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,,,3660281,Sedan,Sedan,Sedan,,
5/4/2017,8:34,MANHATTAN,10075,40.77334,-73.9551,"(40.773335, -73.95506)",EAST 79 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,3663625,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
5/9/2017,10:02,QUEENS,11421,40.69756,-73.8528,"(40.697556, -73.852776)",WOODHAVEN BOULEVARD,PARK LANE SOUTH,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3666571,Tow Truck / Wrecker,Sedan,Sedan,,
5/5/2017,16:20,QUEENS,11354,40.76435,-73.826,"(40.764347, -73.82595)",NORTHERN BOULEVARD,BOWNE STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Unspecified,,,3665400,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,Sedan,,
4/27/2017,8:49,MANHATTAN,10025,40.79166,-73.9647,"(40.79166, -73.96469)",WEST 96 STREET,CENTRAL PARK WEST,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Turning Improperly,Unspecified,,,3658585,Motorcycle,Station Wagon/Sport Utility Vehicle,Sedan,,
5/3/2017,11:15,QUEENS,11420,40.66689,-73.8055,"(40.666893, -73.80546)",NORTH CONDUIT AVENUE,134 STREET,,3,0,0,0,0,0,3,0,Reaction to Uninvolved Vehicle,Following Too Closely,Following Too Closely,,,3662960,Sedan,Box Truck,Sedan,,
4/28/2017,20:00,QUEENS,11366,40.73313,-73.783,"(40.733128, -73.783035)",188 STREET,73 AVENUE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Reaction to Uninvolved Vehicle,Reaction to Uninvolved Vehicle,,,3667011,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
5/1/2017,12:16,MANHATTAN,10013,40.71681,-73.9978,"(40.716812, -73.99777)",MOTT STREET,CANAL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3662360,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,
5/7/2017,18:15,BRONX,10465,40.87831,-73.8702,"(40.87831, -73.870155)",EAST GUN HILL ROAD,BRONX RIVER PARKWAY,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Following Too Closely,Following Too Closely,Following Too Closely,,3665752,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,
4/22/2017,18:05,MANHATTAN,10034,40.86131,-73.9212,"(40.86131, -73.92124)",WEST 202 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing or Lane Usage Improper,Unspecified,,,3657262,Sedan,Bus,Sedan,,
5/9/2017,13:50,BROOKLYN,11217,40.68087,-73.9752,"(40.68087, -73.97515)",FLATBUSH AVENUE,BERGEN STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3666829,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
5/12/2017,6:55,BRONX,10466,40.89466,-73.8614,"(40.89466, -73.86137)",EAST 233 STREET,BRONX BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,Unspecified,,,3668144,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
5/14/2017,4:45,QUEENS,11435,40.715,-73.8102,"(40.714996, -73.81022)",COOLIDGE AVENUE,150 STREET,,2,0,0,0,0,0,2,0,Alcohol Involvement,Driver Inattention/Distraction,Unspecified,,,3669314,Sedan,Pick-up Truck,Sedan,,
4/23/2017,0:15,QUEENS,11385,40.70485,-73.9056,"(40.70485, -73.90562)",WOODWARD AVENUE,PALMETTO STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,3656302,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan
4/29/2017,13:30,QUEENS,11422,40.66561,-73.7357,"(40.66561, -73.73568)",FRANCIS LEWIS BOULEVARD,SUNRISE HIGHWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3659763,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
5/1/2017,5:00,BROOKLYN,11233,40.6766,-73.9304,"(40.676598, -73.93039)",UTICA AVENUE,PACIFIC STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Speed,Unspecified,,,3663532,Sedan,Sedan,Sedan,,
5/15/2017,23:30,BROOKLYN,11214,40.60444,-73.9949,"(40.604435, -73.99485)",84 STREET,21 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3670707,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
5/4/2017,1:00,BROOKLYN,11235,40.58945,-73.9605,"(40.58945, -73.960526)",CONEY ISLAND AVENUE,AVENUE Y,,4,0,0,0,0,0,5,0,Other Vehicular,Driver Inattention/Distraction,Unspecified,,,4024272,Van,Taxi,Sedan,,
4/22/2017,15:30,BROOKLYN,11215,40.67285,-73.9734,"(40.67285, -73.97339)",8 AVENUE,PRESIDENT STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unsafe Speed,Unspecified,Unspecified,,3656054,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,
5/10/2017,7:20,MANHATTAN,10016,40.74668,-73.9745,"(40.74668, -73.9745)",2 AVENUE,EAST 37 STREET,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,Driver Inattention/Distraction,,3666915,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
5/13/2017,8:30,QUEENS,11354,40.75968,-73.8324,"(40.759678, -73.83236)",PRINCE STREET,39 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Brakes Defective,Unspecified,,,3669153,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
5/8/2017,9:15,QUEENS,11101,40.73687,-73.9285,"(40.73687, -73.928505)",HUNTERS POINT AVENUE,38 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,3666500,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
5/4/2017,1:00,BROOKLYN,11235,40.58945,-73.9605,"(40.58945, -73.960526)",CONEY ISLAND AVENUE,AVENUE Y,,4,0,0,0,0,0,4,0,Other Vehicular,Driver Inattention/Distraction,Unspecified,,,3663047,Van,Sedan,Taxi,,
4/25/2017,5:22,BROOKLYN,11225,40.66406,-73.9611,"(40.664062, -73.96111)",WASHINGTON AVENUE,SULLIVAN PLACE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Other Vehicular,Other Vehicular,Unspecified,Unspecified,3657511,Sedan,Sedan,Bus,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
5/12/2017,17:11,BRONX,10460,40.84908,-73.8829,"(40.849075, -73.88289)",SOUTHERN BOULEVARD,GARDEN STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Failure to Yield Right-of-Way,Unspecified,,,3669403,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
5/6/2017,23:00,MANHATTAN,10017,40.74983,-73.9722,"(40.749825, -73.972206)",2 AVENUE,EAST 42 STREET,,3,0,0,0,0,0,3,0,Following Too Closely,Following Too Closely,Other Vehicular,,,3664474,Taxi,Taxi,Sedan,,
4/22/2017,4:40,BROOKLYN,11220,40.63747,-74.0283,"(40.637466, -74.02829)",RIDGE BOULEVARD,68 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,Unspecified,,,3655200,Sedan,Sedan,Sedan,,
4/21/2017,8:50,BRONX,10458,40.85674,-73.8953,"(40.856743, -73.89527)",WEBSTER AVENUE,EAST 184 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Pavement Slippery,Unspecified,,,3654751,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
4/3/2017,7:40,MANHATTAN,10029,40.79726,-73.9405,"(40.79726, -73.94053)",3 AVENUE,EAST 115 STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Following Too Closely,Unspecified,,,3644673,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
4/14/2017,19:30,QUEENS,11420,40.66686,-73.8043,"(40.666855, -73.80425)",NORTH CONDUIT AVENUE,135 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,Unspecified,,,3656355,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
4/3/2017,10:00,QUEENS,11435,40.6933,-73.808,"(40.693295, -73.80802)",LIBERTY AVENUE,INWOOD STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,Unspecified,,,3644584,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
3/29/2017,11:03,BRONX,10451,40.82463,-73.9106,"(40.82463, -73.91059)",EAST 163 STREET,WASHINGTON AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Following Too Closely,Unspecified,,3641648,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,
3/23/2017,12:00,BRONX,10466,40.88845,-73.842,"(40.88845, -73.841965)",EAST 233 STREET,BAYCHESTER AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Obstruction/Debris,Driver Inexperience,,,3637901,Sedan,Dump,Sedan,,
3/29/2017,16:40,BRONX,10458,40.85611,-73.8825,"(40.85611, -73.88252)",CROTONA AVENUE,EAST 189 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3641413,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
3/23/2017,10:00,MANHATTAN,10007,40.71448,-74.0135,"(40.714478, -74.01354)",WEST STREET,BARCLAY STREET,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,Unspecified,,,3637475,Flat Bed,Bike,Station Wagon/Sport Utility Vehicle,,
3/23/2017,8:30,BROOKLYN,11218,40.64825,-73.9714,"(40.648254, -73.971405)",CATON AVENUE,CONEY ISLAND AVENUE,,3,0,0,0,0,0,3,0,Following Too Closely,Following Too Closely,Following Too Closely,Unspecified,,3639173,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
3/25/2017,9:45,QUEENS,11420,40.67901,-73.8196,"(40.679005, -73.819595)",120 STREET,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Reaction to Uninvolved Vehicle,Unspecified,,,3638805,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
4/18/2017,8:25,BROOKLYN,11235,40.59019,-73.9538,"(40.590187, -73.95383)",AVENUE Y,EAST 16 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,,,3653235,Sedan,Sedan,Sedan,,
4/5/2017,8:17,BRONX,10453,40.84658,-73.9132,"(40.846577, -73.913155)",JEROME AVENUE,CLIFFORD PLACE,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Unsafe Lane Changing,Unspecified,,,3645464,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
4/6/2017,20:00,MANHATTAN,10012,40.72414,-73.9926,"(40.724136, -73.992615)",BOWERY,EAST HOUSTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3649379,Station Wagon/Sport Utility Vehicle,Taxi,Bike,,
